job_title,salary_usd,experience_level,company_location,company_size,employee_residence,remote_ratio,required_skills,education_required,years_experience,industry,benefits_score,company_name,experience_level_enc,company_size_enc,education_required_enc,employment_type_FL,employment_type_FT,employment_type_PT,company_location_freq,employee_residence_freq
AI Consultant,120340,SE,Singapore,M,Singapore,50,"Linux, Java, Python, Kubernetes, Deep Learning",Bachelor,8,Automotive,9.6,Autonomous Tech,2,1,1,1,0,0,0.05204081632653061,0.04175170068027211
Machine Learning Engineer,79956,MI,Israel,M,Israel,50,"SQL, Scala, Hadoop, Computer Vision, Python",Associate,3,Automotive,7.0,AI Innovations,1,1,0,1,0,0,0.05187074829931973,0.04098639455782313
Research Scientist,88260,EN,Denmark,S,Philippines,100,"Git, Statistics, Linux, Azure",Bachelor,0,Real Estate,8.8,Smart Analytics,0,0,1,0,0,1,0.049829931972789114,0.00586734693877551
Data Scientist,148776,SE,Australia,M,Australia,100,"R, Tableau, Python, Statistics",PhD,8,Gaming,9.5,DeepTech Ventures,2,1,3,1,0,0,0.047448979591836735,0.039965986394557826
Computer Vision Engineer,181487,EX,United States,M,United States,100,"Python, TensorFlow, Tableau",PhD,15,Manufacturing,9.3,Neural Networks Co,3,1,3,0,0,0,0.05314625850340136,0.042261904761904764
Machine Learning Engineer,63540,EN,Canada,M,Canada,0,"SQL, NLP, Kubernetes, Git",Associate,0,Energy,6.7,Advanced Robotics,0,1,0,0,0,0,0.053316326530612246,0.04336734693877551
Machine Learning Engineer,108909,SE,South Korea,M,South Korea,0,"AWS, SQL, MLOps",PhD,6,Technology,9.7,Machine Intelligence Group,2,1,3,1,0,0,0.053061224489795916,0.04013605442176871
AI Architect,82027,EN,Sweden,L,Romania,0,"Mathematics, Hadoop, Scala",Associate,0,Media,6.7,Advanced Robotics,0,2,0,1,0,0,0.05085034013605442,0.00816326530612245
Principal Data Scientist,58343,EN,Germany,S,Germany,50,"SQL, Spark, Data Visualization",Bachelor,0,Education,6.5,Neural Networks Co,0,0,1,0,1,0,0.05136054421768708,0.04149659863945578
AI Research Scientist,62718,EN,Austria,L,Austria,50,"MLOps, Scala, TensorFlow, SQL",Associate,1,Consulting,7.0,Cognitive Computing,0,2,0,1,0,0,0.04625850340136054,0.03860544217687075
NLP Engineer,28602,EN,China,S,China,100,"Python, Spark, Docker",Associate,1,Gaming,5.2,Autonomous Tech,0,0,0,1,0,0,0.050085034013605444,0.04353741496598639
Machine Learning Engineer,293914,EX,Switzerland,L,Estonia,50,"Statistics, Python, Linux",Bachelor,16,Manufacturing,8.8,Algorithmic Solutions,3,2,1,0,0,0,0.04957482993197279,0.006717687074829932
AI Specialist,104109,SE,South Korea,S,Brazil,100,"Deep Learning, AWS, Kubernetes, SQL, PyTorch",Associate,7,Real Estate,6.8,Cloud AI Solutions,2,0,0,0,1,0,0.053061224489795916,0.006292517006802721
Data Engineer,59378,EN,Germany,S,Germany,50,"Python, AWS, Java",Bachelor,1,Telecommunications,5.9,Cognitive Computing,0,0,1,0,1,0,0.05136054421768708,0.04149659863945578
AI Architect,194644,EX,United States,M,United States,100,"Python, Spark, R, Data Visualization, Scala",Master,19,Energy,9.8,Neural Networks Co,3,1,2,0,0,1,0.05314625850340136,0.042261904761904764
Machine Learning Researcher,148095,SE,Sweden,M,Sweden,0,"Spark, Scala, Deep Learning, Hadoop",Associate,8,Media,9.3,Predictive Systems,2,1,0,1,0,0,0.05085034013605442,0.03988095238095238
ML Ops Engineer,102495,MI,Japan,S,Estonia,0,"Linux, Scala, Java, Azure",PhD,3,Manufacturing,9.7,Predictive Systems,1,0,3,0,0,1,0.050085034013605444,0.006717687074829932
Data Analyst,134105,SE,Japan,L,Japan,0,"Python, MLOps, Spark, NLP, Kubernetes",Bachelor,6,Education,10.0,DeepTech Ventures,2,2,1,1,0,0,0.050085034013605444,0.03988095238095238
Computer Vision Engineer,215699,EX,Ireland,L,Ireland,0,"Computer Vision, Java, MLOps, AWS",Master,19,Automotive,8.5,Advanced Robotics,3,2,2,0,0,1,0.05127551020408163,0.04311224489795919
Machine Learning Researcher,146195,EX,Finland,S,Finland,50,"Spark, Statistics, Hadoop",Master,17,Healthcare,6.8,Digital Transformation LLC,3,0,2,0,1,0,0.04855442176870748,0.03792517006802721
Data Scientist,218883,EX,Netherlands,S,Netherlands,0,"Hadoop, Docker, Spark, Deep Learning",Master,10,Energy,9.4,Autonomous Tech,3,0,2,1,0,0,0.050425170068027214,0.04047619047619048
Robotics Engineer,63352,EN,Austria,S,Brazil,0,"Tableau, Data Visualization, Docker",Bachelor,1,Real Estate,9.5,Quantum Computing Inc,0,0,1,0,1,0,0.04625850340136054,0.006292517006802721
AI Specialist,171053,EX,Canada,M,Canada,50,"GCP, Kubernetes, Data Visualization, Scala",Associate,18,Finance,6.7,Quantum Computing Inc,3,1,0,0,0,0,0.053316326530612246,0.04336734693877551
AI Consultant,212985,EX,Netherlands,M,Netherlands,50,"Spark, Deep Learning, Data Visualization",PhD,10,Energy,8.8,Predictive Systems,3,1,3,0,0,1,0.050425170068027214,0.04047619047619048
AI Software Engineer,82530,MI,Finland,M,Germany,100,"Java, GCP, Kubernetes, MLOps",Bachelor,2,Technology,5.3,Future Systems,1,1,1,0,0,0,0.04855442176870748,0.04149659863945578
AI Research Scientist,84436,EN,United States,M,United States,100,"Java, NLP, GCP, Kubernetes",Master,1,Consulting,7.3,Cognitive Computing,0,1,2,0,1,0,0.05314625850340136,0.042261904761904764
Data Scientist,199186,EX,Israel,M,Israel,0,"Docker, Kubernetes, Hadoop, Java",Master,13,Automotive,9.8,Neural Networks Co,3,1,2,0,1,0,0.05187074829931973,0.04098639455782313
Robotics Engineer,249284,EX,Germany,L,Finland,50,"Data Visualization, Hadoop, Statistics",Master,10,Education,6.4,DeepTech Ventures,3,2,2,0,0,1,0.05136054421768708,0.03792517006802721
AI Consultant,54574,EN,United States,S,United States,100,"Scala, Docker, Computer Vision, SQL",Master,1,Technology,9.1,Algorithmic Solutions,0,0,2,0,0,0,0.05314625850340136,0.042261904761904764
Deep Learning Engineer,233172,EX,United States,M,Netherlands,50,"SQL, Tableau, Deep Learning, Java",PhD,18,Telecommunications,6.0,TechCorp Inc,3,1,3,0,0,1,0.05314625850340136,0.04047619047619048
Data Analyst,247679,EX,Japan,L,Japan,100,"PyTorch, NLP, Computer Vision, Java",Associate,19,Healthcare,5.7,Predictive Systems,3,2,0,1,0,0,0.050085034013605444,0.03988095238095238
Research Scientist,53103,EN,Israel,M,Israel,0,"Tableau, Kubernetes, Scala, R, Mathematics",Bachelor,1,Consulting,9.2,Algorithmic Solutions,0,1,1,0,0,0,0.05187074829931973,0.04098639455782313
NLP Engineer,51541,EN,Finland,M,Finland,0,"Java, Kubernetes, Data Visualization, Docker",PhD,0,Manufacturing,8.4,Digital Transformation LLC,0,1,3,1,0,0,0.04855442176870748,0.03792517006802721
NLP Engineer,295543,EX,United States,L,Portugal,0,"SQL, Scala, Mathematics, Azure, Hadoop",Associate,14,Manufacturing,8.7,Smart Analytics,3,2,0,1,0,0,0.05314625850340136,0.005782312925170068
Computer Vision Engineer,121396,SE,Germany,M,Canada,50,"Data Visualization, PyTorch, TensorFlow, Statistics, Java",Master,7,Gaming,8.8,Advanced Robotics,2,1,2,1,0,0,0.05136054421768708,0.04336734693877551
AI Specialist,178380,SE,Japan,L,Japan,0,"Git, MLOps, TensorFlow, Python, Tableau",Bachelor,8,Media,6.1,Neural Networks Co,2,2,1,0,0,0,0.050085034013605444,0.03988095238095238
Data Analyst,163943,EX,Singapore,M,Singapore,100,"MLOps, Linux, NLP",PhD,12,Energy,8.0,DeepTech Ventures,3,1,3,1,0,0,0.05204081632653061,0.04175170068027211
Deep Learning Engineer,55419,EN,Austria,S,Czech Republic,100,"Data Visualization, GCP, Kubernetes, R",Master,1,Real Estate,8.7,Machine Intelligence Group,0,0,2,1,0,0,0.04625850340136054,0.006122448979591836
Principal Data Scientist,86412,EN,Switzerland,L,Turkey,0,"AWS, Azure, Git, Data Visualization, SQL",Master,0,Real Estate,5.2,Algorithmic Solutions,0,2,2,0,0,0,0.04957482993197279,0.006037414965986395
AI Consultant,186990,EX,Germany,S,Germany,100,"SQL, Data Visualization, Linux, Scala",PhD,16,Automotive,9.8,DataVision Ltd,3,0,3,0,0,0,0.05136054421768708,0.04149659863945578
AI Software Engineer,145577,EX,Ireland,S,Ireland,50,"Scala, Tableau, Spark, Statistics",Bachelor,11,Telecommunications,7.6,Machine Intelligence Group,3,0,1,1,0,0,0.05127551020408163,0.04311224489795919
Machine Learning Engineer,249841,EX,United States,M,United States,100,"Scala, Linux, Java, Data Visualization",Associate,14,Healthcare,7.0,Machine Intelligence Group,3,1,0,0,0,0,0.05314625850340136,0.042261904761904764
Data Analyst,87958,MI,Sweden,S,Sweden,0,"Java, AWS, Mathematics, Deep Learning",Bachelor,4,Transportation,7.9,Cloud AI Solutions,1,0,1,1,0,0,0.05085034013605442,0.03988095238095238
Data Analyst,71134,SE,China,M,China,0,"Linux, Deep Learning, Data Visualization",Bachelor,7,Real Estate,7.5,Predictive Systems,2,1,1,0,0,0,0.050085034013605444,0.04353741496598639
Robotics Engineer,136342,SE,Austria,M,Australia,100,"TensorFlow, Java, MLOps",Bachelor,5,Energy,8.1,AI Innovations,2,1,1,0,0,0,0.04625850340136054,0.039965986394557826
Data Scientist,202038,EX,Canada,S,Canada,0,"Tableau, TensorFlow, Scala",Associate,17,Government,7.4,Cloud AI Solutions,3,0,0,0,1,0,0.053316326530612246,0.04336734693877551
Data Analyst,152247,MI,Denmark,L,Denmark,100,"SQL, Scala, Statistics",PhD,2,Transportation,8.5,Machine Intelligence Group,1,2,3,0,1,0,0.049829931972789114,0.03843537414965986
AI Software Engineer,26978,EN,China,M,China,0,"Kubernetes, Linux, Mathematics, Hadoop, Scala",Bachelor,1,Healthcare,5.5,Neural Networks Co,0,1,1,0,0,0,0.050085034013605444,0.04353741496598639
Research Scientist,112363,SE,Japan,S,Ukraine,0,"Python, TensorFlow, Azure, NLP, Data Visualization",Bachelor,9,Finance,9.4,Autonomous Tech,2,0,1,1,0,0,0.050085034013605444,0.006802721088435374
AI Specialist,77392,MI,Germany,S,Germany,50,"TensorFlow, Python, Azure, GCP",Master,4,Telecommunications,8.2,TechCorp Inc,1,0,2,0,0,0,0.05136054421768708,0.04149659863945578
AI Consultant,125806,SE,Sweden,S,Sweden,50,"Mathematics, Kubernetes, Computer Vision, R",Master,6,Technology,5.8,Future Systems,2,0,2,0,0,0,0.05085034013605442,0.03988095238095238
AI Research Scientist,82844,EN,Switzerland,M,United Kingdom,0,"Data Visualization, Azure, GCP, Java",PhD,1,Media,7.1,Neural Networks Co,0,1,3,0,1,0,0.04957482993197279,0.042006802721088435
NLP Engineer,48184,SE,India,S,India,50,"Kubernetes, Docker, Python, TensorFlow",PhD,8,Real Estate,7.4,Digital Transformation LLC,2,0,3,0,1,0,0.03945578231292517,0.03784013605442177
AI Product Manager,134718,MI,Switzerland,L,Switzerland,50,"SQL, TensorFlow, GCP, Linux, R",Bachelor,4,Finance,6.1,TechCorp Inc,1,2,1,0,0,1,0.04957482993197279,0.04175170068027211
Principal Data Scientist,80029,EN,Singapore,M,Ghana,0,"TensorFlow, MLOps, Data Visualization, Java",Associate,0,Technology,9.5,Quantum Computing Inc,0,1,0,0,0,0,0.05204081632653061,0.005272108843537415
Data Engineer,199927,SE,Norway,L,Latvia,50,"SQL, Spark, PyTorch",Associate,6,Healthcare,6.9,Cloud AI Solutions,2,2,0,0,0,0,0.04846938775510204,0.004166666666666667
AI Research Scientist,52800,EN,Finland,S,Finland,0,"MLOps, Docker, Data Visualization, R",PhD,0,Finance,6.8,Predictive Systems,0,0,3,1,0,0,0.04855442176870748,0.03792517006802721
NLP Engineer,91675,MI,Austria,M,Austria,0,"TensorFlow, AWS, Statistics",Bachelor,4,Consulting,8.9,Quantum Computing Inc,1,1,1,1,0,0,0.04625850340136054,0.03860544217687075
Principal Data Scientist,167891,EX,South Korea,L,South Korea,100,"PyTorch, TensorFlow, Deep Learning",Master,15,Government,7.0,Cognitive Computing,3,2,2,0,1,0,0.053061224489795916,0.04013605442176871
AI Consultant,238158,EX,Sweden,L,Sweden,0,"Mathematics, Data Visualization, GCP, Python, Git",PhD,19,Telecommunications,7.3,Advanced Robotics,3,2,3,1,0,0,0.05085034013605442,0.03988095238095238
ML Ops Engineer,85378,EN,Austria,L,Austria,100,"Computer Vision, Git, Kubernetes",Associate,1,Government,6.6,DeepTech Ventures,0,2,0,0,0,1,0.04625850340136054,0.03860544217687075
AI Architect,212705,EX,South Korea,L,Luxembourg,100,"R, GCP, Tableau",Master,16,Manufacturing,6.1,Quantum Computing Inc,3,2,2,0,1,0,0.053061224489795916,0.006207482993197279
AI Consultant,73822,EN,Canada,M,Netherlands,0,"Tableau, TensorFlow, Scala, Statistics",Master,1,Technology,5.2,Predictive Systems,0,1,2,1,0,0,0.053316326530612246,0.04047619047619048
AI Software Engineer,43120,MI,China,M,China,50,"AWS, Docker, NLP",Bachelor,4,Automotive,8.9,DataVision Ltd,1,1,1,0,0,1,0.050085034013605444,0.04353741496598639
AI Software Engineer,102319,MI,Denmark,M,Colombia,50,"Deep Learning, Mathematics, Data Visualization, NLP",Associate,4,Energy,6.2,Cognitive Computing,1,1,0,1,0,0,0.049829931972789114,0.006377551020408163
Robotics Engineer,50767,EN,Israel,M,Israel,100,"Kubernetes, Git, Python",Master,0,Government,9.7,DeepTech Ventures,0,1,2,0,1,0,0.05187074829931973,0.04098639455782313
Machine Learning Engineer,28499,MI,India,S,Brazil,0,"Tableau, SQL, Scala, AWS, GCP",Master,2,Manufacturing,8.9,DeepTech Ventures,1,0,2,0,0,0,0.03945578231292517,0.006292517006802721
Data Engineer,26249,EN,India,M,India,50,"R, SQL, Computer Vision, Hadoop, PyTorch",PhD,0,Finance,9.9,DataVision Ltd,0,1,3,0,0,0,0.03945578231292517,0.03784013605442177
Data Analyst,111935,SE,Sweden,M,Sweden,50,"Deep Learning, Linux, Data Visualization, Statistics, Tableau",Bachelor,7,Real Estate,7.5,AI Innovations,2,1,1,1,0,0,0.05085034013605442,0.03988095238095238
Deep Learning Engineer,216314,EX,Denmark,L,Denmark,0,"TensorFlow, Scala, GCP, R, Tableau",PhD,19,Media,8.6,Quantum Computing Inc,3,2,3,0,0,1,0.049829931972789114,0.03843537414965986
Data Scientist,152011,SE,Singapore,L,Japan,0,"Docker, Linux, Computer Vision, SQL, PyTorch",PhD,5,Transportation,5.5,Algorithmic Solutions,2,2,3,0,1,0,0.05204081632653061,0.03988095238095238
Deep Learning Engineer,103750,MI,Netherlands,S,Netherlands,100,"Python, Statistics, Mathematics, TensorFlow, Java",Bachelor,4,Government,9.5,DataVision Ltd,1,0,1,0,1,0,0.050425170068027214,0.04047619047619048
AI Product Manager,83311,MI,Japan,S,Japan,0,"Docker, Spark, Data Visualization, Git, Python",PhD,4,Consulting,5.3,AI Innovations,1,0,3,0,0,1,0.050085034013605444,0.03988095238095238
AI Architect,29444,MI,India,M,India,50,"Git, Python, MLOps, NLP",Associate,3,Technology,5.3,Machine Intelligence Group,1,1,0,0,0,1,0.03945578231292517,0.03784013605442177
Deep Learning Engineer,210162,EX,United States,L,United States,100,"Java, Computer Vision, Python, Hadoop, Scala",Associate,12,Manufacturing,9.7,Quantum Computing Inc,3,2,0,0,0,1,0.05314625850340136,0.042261904761904764
Head of AI,92186,MI,France,M,France,100,"Deep Learning, Python, Spark",PhD,2,Retail,7.8,Advanced Robotics,1,1,3,0,1,0,0.050255102040816325,0.04319727891156463
AI Specialist,197086,SE,Denmark,L,Denmark,50,"AWS, Linux, PyTorch, Spark",Associate,8,Retail,7.5,Smart Analytics,2,2,0,0,0,1,0.049829931972789114,0.03843537414965986
NLP Engineer,140621,SE,Japan,L,Japan,100,"Data Visualization, Python, Java, Statistics",Bachelor,8,Energy,5.2,Neural Networks Co,2,2,1,0,0,1,0.050085034013605444,0.03988095238095238
Machine Learning Engineer,223033,EX,United Kingdom,S,Mexico,50,"Java, Computer Vision, SQL",Bachelor,14,Telecommunications,9.2,Autonomous Tech,3,0,1,1,0,0,0.052636054421768705,0.0068877551020408165
ML Ops Engineer,98859,MI,Norway,S,Norway,50,"Computer Vision, Java, Scala",Master,3,Media,7.0,Predictive Systems,1,0,2,0,1,0,0.04846938775510204,0.03903061224489796
Machine Learning Researcher,137660,SE,Sweden,M,India,100,"Tableau, Kubernetes, SQL, Java",Associate,6,Technology,8.2,Future Systems,2,1,0,0,1,0,0.05085034013605442,0.03784013605442177
Research Scientist,77665,EN,United Kingdom,L,United Kingdom,0,"Python, TensorFlow, Deep Learning, Hadoop",PhD,0,Education,7.7,Digital Transformation LLC,0,2,3,0,0,0,0.052636054421768705,0.042006802721088435
AI Specialist,107129,MI,Netherlands,L,Netherlands,0,"R, PyTorch, GCP, Computer Vision, Git",Bachelor,2,Automotive,9.2,Machine Intelligence Group,1,2,1,0,0,0,0.050425170068027214,0.04047619047619048
Robotics Engineer,50649,MI,China,L,China,0,"Computer Vision, Git, Hadoop",PhD,3,Government,7.3,Cognitive Computing,1,2,3,0,1,0,0.050085034013605444,0.04353741496598639
AI Architect,60623,EN,Ireland,L,Ireland,0,"Git, Python, TensorFlow, GCP, Linux",Associate,0,Manufacturing,8.5,AI Innovations,0,2,0,0,1,0,0.05127551020408163,0.04311224489795919
Data Analyst,184365,EX,Sweden,M,Sweden,50,"SQL, Python, Linux, Docker, Java",Bachelor,17,Automotive,5.9,Cognitive Computing,3,1,1,1,0,0,0.05085034013605442,0.03988095238095238
Principal Data Scientist,80687,EN,Switzerland,S,Switzerland,50,"AWS, NLP, Python, Mathematics, Scala",PhD,1,Automotive,7.7,Algorithmic Solutions,0,0,3,0,0,0,0.04957482993197279,0.04175170068027211
AI Research Scientist,70446,EN,South Korea,L,South Korea,0,"Python, Git, TensorFlow, GCP, PyTorch",Master,1,Energy,8.3,Digital Transformation LLC,0,2,2,0,0,1,0.053061224489795916,0.04013605442176871
ML Ops Engineer,72940,MI,Ireland,S,Czech Republic,0,"GCP, Hadoop, Java",PhD,3,Technology,8.1,DeepTech Ventures,1,0,3,0,1,0,0.05127551020408163,0.006122448979591836
Data Scientist,38039,SE,India,M,India,100,"Deep Learning, Git, Kubernetes, GCP",PhD,6,Media,6.2,Machine Intelligence Group,2,1,3,0,0,1,0.03945578231292517,0.03784013605442177
Autonomous Systems Engineer,89007,MI,Singapore,L,Singapore,100,"SQL, Spark, Scala, Azure",Master,4,Finance,8.8,Quantum Computing Inc,1,2,2,0,0,0,0.05204081632653061,0.04175170068027211
Data Scientist,102852,MI,United States,S,United States,100,"Scala, Linux, Python, AWS",Associate,2,Automotive,9.2,Smart Analytics,1,0,0,0,0,1,0.05314625850340136,0.042261904761904764
Robotics Engineer,249140,EX,Australia,L,Australia,100,"Scala, Statistics, NLP",PhD,18,Transportation,6.1,Algorithmic Solutions,3,2,3,1,0,0,0.047448979591836735,0.039965986394557826
Computer Vision Engineer,154829,EX,Germany,S,Kenya,100,"Tableau, AWS, Hadoop, Kubernetes, Git",Bachelor,11,Energy,5.4,DataVision Ltd,3,0,1,0,0,0,0.05136054421768708,0.006207482993197279
AI Consultant,110047,MI,Japan,L,Japan,0,"Scala, Azure, Deep Learning, Linux",PhD,3,Education,7.8,TechCorp Inc,1,2,3,0,1,0,0.050085034013605444,0.03988095238095238
Data Engineer,77796,MI,Austria,S,Austria,50,"Python, TensorFlow, Tableau",Bachelor,2,Automotive,5.4,Predictive Systems,1,0,1,1,0,0,0.04625850340136054,0.03860544217687075
Data Analyst,165694,EX,United States,M,United States,100,"Python, Kubernetes, MLOps",Associate,15,Retail,8.8,DataVision Ltd,3,1,0,1,0,0,0.05314625850340136,0.042261904761904764
Research Scientist,68995,MI,Austria,M,Netherlands,100,"R, Linux, Scala, SQL",Associate,4,Consulting,9.5,AI Innovations,1,1,0,1,0,0,0.04625850340136054,0.04047619047619048
Data Scientist,69814,MI,Finland,M,Portugal,100,"Kubernetes, Linux, Azure, Scala, PyTorch",PhD,2,Healthcare,7.0,TechCorp Inc,1,1,3,1,0,0,0.04855442176870748,0.005782312925170068
Machine Learning Researcher,49536,EX,India,S,Austria,50,"Spark, Docker, R, Deep Learning",PhD,18,Real Estate,8.5,Digital Transformation LLC,3,0,3,0,0,1,0.03945578231292517,0.03860544217687075
AI Architect,185648,EX,Denmark,M,Denmark,50,"Tableau, TensorFlow, Git, Statistics",PhD,18,Education,7.2,Quantum Computing Inc,3,1,3,1,0,0,0.049829931972789114,0.03843537414965986
AI Product Manager,65921,MI,Finland,S,Finland,0,"AWS, Python, Deep Learning, Computer Vision, TensorFlow",Master,4,Retail,6.7,DataVision Ltd,1,0,2,0,0,1,0.04855442176870748,0.03792517006802721
Data Scientist,38446,SE,India,S,India,100,"Docker, Python, TensorFlow, GCP",Associate,9,Government,5.3,TechCorp Inc,2,0,0,0,0,1,0.03945578231292517,0.03784013605442177
Machine Learning Researcher,87268,EN,Denmark,M,Denmark,100,"Azure, Java, SQL",Associate,1,Education,6.9,Algorithmic Solutions,0,1,0,0,1,0,0.049829931972789114,0.03843537414965986
Machine Learning Researcher,136892,SE,Japan,L,Japan,100,"TensorFlow, MLOps, R, AWS",Associate,8,Finance,5.8,Machine Intelligence Group,2,2,0,0,1,0,0.050085034013605444,0.03988095238095238
Data Analyst,105420,SE,Israel,S,Israel,50,"Python, Kubernetes, Deep Learning, AWS, R",Master,8,Energy,8.9,AI Innovations,2,0,2,0,0,0,0.05187074829931973,0.04098639455782313
Computer Vision Engineer,259096,EX,United States,M,United States,50,"Spark, Statistics, NLP, Python",Bachelor,17,Telecommunications,7.0,Quantum Computing Inc,3,1,1,1,0,0,0.05314625850340136,0.042261904761904764
Deep Learning Engineer,116355,SE,Ireland,S,Luxembourg,50,"Python, TensorFlow, MLOps, Deep Learning",Bachelor,9,Gaming,8.5,Advanced Robotics,2,0,1,0,1,0,0.05127551020408163,0.006207482993197279
Principal Data Scientist,89052,MI,Ireland,M,Japan,50,"NLP, PyTorch, TensorFlow",Master,2,Media,6.4,Machine Intelligence Group,1,1,2,0,0,1,0.05127551020408163,0.03988095238095238
Autonomous Systems Engineer,131450,EX,Australia,S,Australia,100,"Hadoop, Linux, Computer Vision, Deep Learning, Kubernetes",PhD,11,Telecommunications,8.7,Digital Transformation LLC,3,0,3,0,1,0,0.047448979591836735,0.039965986394557826
Robotics Engineer,119546,SE,Sweden,M,Switzerland,100,"Kubernetes, AWS, Computer Vision",Associate,8,Energy,7.2,TechCorp Inc,2,1,0,1,0,0,0.05085034013605442,0.04175170068027211
Computer Vision Engineer,37867,MI,China,S,China,0,"Git, Statistics, Scala",PhD,4,Real Estate,8.9,Predictive Systems,1,0,3,0,0,1,0.050085034013605444,0.04353741496598639
Robotics Engineer,79001,EN,Germany,L,Germany,50,"Python, TensorFlow, NLP, Java",Master,1,Real Estate,7.8,Digital Transformation LLC,0,2,2,0,0,0,0.05136054421768708,0.04149659863945578
Computer Vision Engineer,90325,MI,Canada,L,New Zealand,100,"Kubernetes, Deep Learning, Python, Data Visualization",Bachelor,4,Healthcare,5.4,TechCorp Inc,1,2,1,0,0,1,0.053316326530612246,0.007227891156462585
AI Specialist,82988,EN,Israel,L,United Kingdom,50,"NLP, TensorFlow, PyTorch, Deep Learning, AWS",PhD,1,Gaming,5.3,Algorithmic Solutions,0,2,3,1,0,0,0.05187074829931973,0.042006802721088435
Computer Vision Engineer,101905,MI,Austria,M,Switzerland,100,"TensorFlow, Python, GCP",Associate,2,Consulting,6.1,AI Innovations,1,1,0,0,1,0,0.04625850340136054,0.04175170068027211
Robotics Engineer,52068,EN,France,M,France,100,"Python, SQL, Mathematics",Bachelor,1,Technology,6.3,Neural Networks Co,0,1,1,0,0,0,0.050255102040816325,0.04319727891156463
Autonomous Systems Engineer,32792,SE,India,S,India,50,"GCP, Python, SQL, R",Associate,8,Gaming,7.7,Advanced Robotics,2,0,0,0,0,1,0.03945578231292517,0.03784013605442177
AI Architect,146559,SE,Japan,L,Denmark,100,"Azure, Hadoop, Python",Bachelor,9,Real Estate,9.9,Future Systems,2,2,1,0,0,1,0.050085034013605444,0.03843537414965986
AI Specialist,72607,MI,Australia,M,Australia,0,"Python, TensorFlow, AWS",Master,2,Real Estate,7.4,TechCorp Inc,1,1,2,0,0,0,0.047448979591836735,0.039965986394557826
AI Product Manager,61455,EN,Singapore,S,Australia,50,"Hadoop, Tableau, Spark, Linux, Computer Vision",Bachelor,1,Finance,5.6,Predictive Systems,0,0,1,0,1,0,0.05204081632653061,0.039965986394557826
ML Ops Engineer,246286,EX,Sweden,M,Sweden,100,"Scala, Spark, PyTorch, GCP",Associate,15,Gaming,9.9,Advanced Robotics,3,1,0,0,0,1,0.05085034013605442,0.03988095238095238
NLP Engineer,94396,EX,China,M,China,100,"Scala, Python, Tableau, Mathematics",Master,18,Government,9.5,Advanced Robotics,3,1,2,0,0,1,0.050085034013605444,0.04353741496598639
AI Software Engineer,72974,MI,South Korea,S,Canada,50,"Linux, Spark, Python, NLP, TensorFlow",PhD,2,Transportation,9.4,Advanced Robotics,1,0,3,0,1,0,0.053061224489795916,0.04336734693877551
Data Analyst,63965,EN,Austria,S,Austria,100,"SQL, Spark, PyTorch, AWS, Java",Master,1,Consulting,9.2,Cognitive Computing,0,0,2,1,0,0,0.04625850340136054,0.03860544217687075
Data Engineer,160113,SE,United States,L,United States,100,"Python, Scala, Azure, AWS",Master,7,Automotive,6.5,DeepTech Ventures,2,2,2,1,0,0,0.05314625850340136,0.042261904761904764
Head of AI,90625,MI,Canada,M,Canada,50,"SQL, Hadoop, R, Java, Python",Bachelor,4,Consulting,7.7,Digital Transformation LLC,1,1,1,0,0,0,0.053316326530612246,0.04336734693877551
Research Scientist,150796,SE,Denmark,M,Denmark,50,"Python, Mathematics, Kubernetes, Hadoop",Bachelor,7,Telecommunications,6.2,Quantum Computing Inc,2,1,1,0,0,0,0.049829931972789114,0.03843537414965986
Computer Vision Engineer,73489,EN,Canada,M,Israel,50,"AWS, Azure, SQL, PyTorch, NLP",PhD,0,Gaming,5.3,Smart Analytics,0,1,3,0,0,1,0.053316326530612246,0.04098639455782313
Machine Learning Researcher,188011,EX,Finland,S,Finland,100,"Git, Mathematics, Scala, PyTorch",Bachelor,16,Retail,6.1,Digital Transformation LLC,3,0,1,1,0,0,0.04855442176870748,0.03792517006802721
Machine Learning Researcher,193676,SE,Denmark,M,Denmark,100,"Docker, Mathematics, Python",Associate,6,Technology,6.2,Cloud AI Solutions,2,1,0,0,1,0,0.049829931972789114,0.03843537414965986
Computer Vision Engineer,73049,EN,Germany,M,Canada,0,"Mathematics, AWS, SQL",Master,0,Transportation,5.8,Quantum Computing Inc,0,1,2,0,0,1,0.05136054421768708,0.04336734693877551
NLP Engineer,76608,EN,United States,M,United States,100,"Hadoop, Spark, Python, GCP, SQL",Associate,1,Transportation,6.1,AI Innovations,0,1,0,0,0,0,0.05314625850340136,0.042261904761904764
Data Analyst,27602,EN,China,M,China,0,"R, Scala, SQL, PyTorch",Bachelor,1,Real Estate,6.1,Cognitive Computing,0,1,1,0,1,0,0.050085034013605444,0.04353741496598639
Head of AI,39901,SE,India,S,India,50,"Spark, AWS, Python, Deep Learning",Bachelor,6,Retail,6.5,Smart Analytics,2,0,1,0,0,0,0.03945578231292517,0.03784013605442177
Deep Learning Engineer,114301,MI,Finland,L,Finland,0,"Tableau, MLOps, Python",Bachelor,4,Real Estate,7.5,Digital Transformation LLC,1,2,1,0,1,0,0.04855442176870748,0.03792517006802721
AI Architect,64443,EN,France,M,France,100,"Git, Kubernetes, Computer Vision",PhD,0,Media,6.7,Future Systems,0,1,3,1,0,0,0.050255102040816325,0.04319727891156463
