job_title,experience_level,company_location,company_size,employee_residence,remote_ratio,education_required,years_experience,industry,benefits_score
AI Research Scientist,MI,Germany,M,Germany,0,PhD,4,Automotive,7.0
Data Scientist,SE,France,L,France,50,Associate,6,Government,5.8
Deep Learning Engineer,SE,South Korea,S,South Korea,50,PhD,7,Government,9.5
AI Architect,EX,Singapore,M,Italy,50,Bachelor,15,Energy,6.3
Head of AI,EN,Sweden,L,Sweden,50,PhD,1,Real Estate,6.1
Machine Learning Researcher,EN,Netherlands,S,Netherlands,0,Master,1,Education,5.7
AI Product Manager,EX,Austria,L,Austria,100,Bachelor,15,Real Estate,6.6
ML Ops Engineer,EN,Canada,S,Canada,0,Associate,1,Real Estate,9.4
AI Research Scientist,SE,United Kingdom,S,Malaysia,100,Associate,9,Technology,7.5
AI Research Scientist,SE,Singapore,L,Singapore,0,Master,8,Automotive,5.8
AI Software Engineer,EX,Sweden,M,Sweden,100,PhD,16,Transportation,5.9
Deep Learning Engineer,MI,Netherlands,M,Netherlands,0,Master,2,Automotive,5.4
AI Research Scientist,EX,Japan,L,Japan,50,PhD,17,Government,7.0
Robotics Engineer,EX,Canada,L,Nigeria,50,Associate,17,Government,7.6
Robotics Engineer,SE,France,S,Turkey,0,Master,7,Media,6.3
ML Ops Engineer,SE,India,L,India,50,Bachelor,6,Government,7.8
AI Consultant,EX,Ireland,M,Ireland,50,Master,15,Consulting,6.0
Computer Vision Engineer,MI,Germany,S,Germany,0,Associate,3,Automotive,8.0
AI Consultant,EN,Canada,M,Israel,100,Master,0,Gaming,8.2
AI Specialist,EN,United States,S,Egypt,100,PhD,0,Manufacturing,7.6
Data Engineer,MI,Canada,S,Canada,100,PhD,4,Education,5.2
Data Scientist,EX,Sweden,M,Sweden,0,Associate,13,Transportation,6.6
Data Analyst,MI,United States,M,United States,50,Master,3,Retail,6.6
Head of AI,EX,China,M,China,100,Bachelor,17,Transportation,5.2
Research Scientist,EX,United Kingdom,M,United Kingdom,50,Master,17,Automotive,7.8
AI Specialist,MI,South Korea,L,Italy,0,Bachelor,3,Real Estate,8.2
Machine Learning Researcher,MI,Germany,L,Germany,100,Master,3,Finance,8.8
Research Scientist,EX,Australia,L,Australia,0,Master,12,Education,9.9
Machine Learning Engineer,MI,Japan,M,Ireland,0,Associate,2,Manufacturing,6.7
Robotics Engineer,EX,Canada,S,Romania,100,Associate,15,Retail,6.6
NLP Engineer,EX,Israel,L,Russia,100,PhD,17,Transportation,5.6
Research Scientist,MI,China,M,Luxembourg,50,Master,4,Education,5.9
Computer Vision Engineer,EN,Switzerland,M,Switzerland,50,PhD,0,Real Estate,9.0
AI Consultant,EX,Switzerland,S,Switzerland,100,Associate,12,Transportation,8.0
NLP Engineer,MI,Norway,L,Norway,0,Associate,3,Transportation,9.1
NLP Engineer,EX,Japan,M,Japan,0,Associate,11,Retail,7.7
Computer Vision Engineer,EN,Japan,M,Singapore,0,Associate,1,Telecommunications,6.7
Data Engineer,EN,Netherlands,S,South Africa,100,PhD,0,Retail,5.5
Computer Vision Engineer,SE,Netherlands,L,Netherlands,0,PhD,9,Gaming,8.3
NLP Engineer,EN,Singapore,M,Singapore,50,Bachelor,1,Government,7.4
AI Research Scientist,EX,India,M,Israel,0,Bachelor,12,Manufacturing,7.0
Robotics Engineer,MI,China,S,China,100,Master,4,Manufacturing,7.8
Computer Vision Engineer,EX,Finland,M,Finland,100,Associate,17,Real Estate,8.8
Autonomous Systems Engineer,EX,South Korea,S,South Korea,50,PhD,17,Energy,10.0
AI Software Engineer,MI,China,L,India,100,Master,3,Telecommunications,7.4
AI Specialist,MI,India,M,India,0,PhD,3,Healthcare,8.6
Head of AI,EN,Singapore,M,Singapore,0,Associate,0,Retail,7.2
Data Analyst,EN,Israel,L,Israel,50,Master,1,Media,5.2
Principal Data Scientist,EX,United Kingdom,M,United Kingdom,50,Associate,14,Telecommunications,8.7
Deep Learning Engineer,SE,Singapore,M,Estonia,100,Bachelor,5,Gaming,9.0
Robotics Engineer,EX,Japan,L,Japan,100,Bachelor,11,Technology,5.5
AI Consultant,MI,Switzerland,L,Switzerland,100,PhD,3,Consulting,9.2
Machine Learning Engineer,EX,Austria,L,Austria,0,Associate,15,Government,5.0
Research Scientist,EX,Germany,L,Germany,50,Bachelor,16,Government,7.1
Head of AI,EX,Austria,S,United States,50,Master,19,Retail,9.4
Autonomous Systems Engineer,SE,France,L,France,0,PhD,7,Retail,5.5
Autonomous Systems Engineer,MI,Finland,M,Finland,50,Bachelor,2,Automotive,8.9
Robotics Engineer,MI,Australia,M,Australia,100,Bachelor,3,Media,7.2
Deep Learning Engineer,EX,Canada,L,Canada,0,Bachelor,14,Telecommunications,7.6
Autonomous Systems Engineer,MI,Finland,M,Finland,50,PhD,4,Finance,7.2
NLP Engineer,EN,Japan,M,Israel,0,Master,0,Technology,6.7
Machine Learning Researcher,EX,Japan,L,Japan,100,Associate,10,Technology,7.2
AI Specialist,EN,Canada,L,Canada,0,Bachelor,0,Manufacturing,7.9
Computer Vision Engineer,MI,India,M,India,0,Associate,3,Gaming,8.8
Principal Data Scientist,MI,Sweden,M,Sweden,0,Associate,3,Consulting,5.9
Deep Learning Engineer,EN,China,S,Germany,0,Associate,1,Consulting,5.2
Data Scientist,SE,Norway,L,Norway,50,Associate,6,Healthcare,8.0
ML Ops Engineer,SE,Austria,S,Austria,100,Bachelor,8,Education,6.4
NLP Engineer,EN,Norway,M,Norway,50,Master,1,Technology,9.3
Computer Vision Engineer,EN,Sweden,S,Poland,50,Bachelor,0,Telecommunications,9.4
AI Architect,EX,Singapore,M,Singapore,50,Associate,14,Healthcare,6.9
Data Engineer,EN,South Korea,L,South Korea,100,Associate,0,Manufacturing,7.8
Machine Learning Researcher,MI,Germany,L,Germany,50,Associate,4,Real Estate,7.1
Robotics Engineer,EN,Canada,L,Canada,0,Associate,1,Media,6.4
Computer Vision Engineer,EN,United Kingdom,M,United Kingdom,100,Associate,0,Manufacturing,6.0
Autonomous Systems Engineer,EX,China,L,Estonia,0,Master,12,Media,5.2
AI Specialist,MI,Austria,L,Austria,50,Bachelor,3,Automotive,7.2
Research Scientist,SE,Austria,M,Austria,100,Bachelor,8,Transportation,6.4
Research Scientist,MI,Israel,M,Israel,50,Master,4,Automotive,7.2
Machine Learning Researcher,SE,Canada,M,Canada,0,Master,6,Automotive,5.4
ML Ops Engineer,EX,Norway,L,Norway,50,Master,19,Real Estate,8.7
AI Product Manager,SE,India,M,Hungary,0,Master,5,Automotive,7.9
NLP Engineer,EX,France,S,France,0,Master,16,Gaming,6.7
Principal Data Scientist,MI,Switzerland,L,China,100,Bachelor,4,Transportation,5.4
NLP Engineer,EN,United Kingdom,M,United Kingdom,50,Master,0,Energy,7.3
Head of AI,MI,Sweden,S,Portugal,0,PhD,2,Retail,9.0
Research Scientist,EN,Austria,S,Canada,50,Bachelor,1,Technology,5.1
Autonomous Systems Engineer,SE,Sweden,M,Malaysia,0,Master,7,Finance,5.6
Head of AI,SE,Canada,L,Canada,100,Master,9,Transportation,8.2
NLP Engineer,EX,Australia,L,Australia,50,Master,19,Transportation,6.8
AI Specialist,EX,South Korea,M,South Korea,0,Master,12,Automotive,6.7
AI Specialist,MI,Sweden,M,Sweden,0,Bachelor,3,Manufacturing,7.4
AI Product Manager,EX,Denmark,S,Denmark,0,Bachelor,10,Real Estate,7.4
Research Scientist,EN,Finland,L,Finland,0,PhD,0,Manufacturing,9.9
AI Architect,EX,Finland,L,Philippines,50,PhD,19,Education,8.0
Head of AI,EN,Denmark,M,Denmark,100,PhD,1,Government,5.2
Machine Learning Engineer,MI,France,M,France,100,Associate,3,Real Estate,8.4
AI Specialist,EX,United States,L,United States,100,Associate,10,Energy,7.8
AI Consultant,EX,United Kingdom,S,Austria,100,Associate,11,Finance,7.9
AI Software Engineer,SE,Switzerland,M,Switzerland,50,Master,7,Retail,6.8
Principal Data Scientist,SE,Netherlands,M,Netherlands,50,PhD,9,Education,8.8
AI Research Scientist,SE,Ireland,M,Ireland,0,Associate,6,Government,9.1
AI Product Manager,EN,United States,M,United States,100,Master,0,Telecommunications,9.9
AI Specialist,MI,Denmark,S,France,50,Bachelor,4,Government,5.3
AI Consultant,MI,Norway,L,Norway,100,Master,2,Transportation,10.0
AI Research Scientist,MI,China,M,Switzerland,0,Master,3,Retail,8.0
AI Software Engineer,EX,Finland,M,Finland,50,PhD,13,Real Estate,7.2
AI Architect,EN,United Kingdom,S,Finland,50,Bachelor,1,Retail,7.3
Autonomous Systems Engineer,SE,France,S,France,100,PhD,9,Government,9.3
Autonomous Systems Engineer,EX,South Korea,S,South Korea,50,Master,19,Government,6.4
ML Ops Engineer,EN,Switzerland,M,Italy,100,Master,0,Automotive,8.7
Data Engineer,EN,South Korea,L,Mexico,50,Bachelor,1,Technology,6.0
AI Research Scientist,SE,Sweden,S,Austria,50,Associate,8,Retail,9.7
Data Analyst,EX,France,S,France,100,Master,19,Retail,6.6
AI Product Manager,SE,Canada,L,Canada,50,Bachelor,8,Energy,5.5
Robotics Engineer,EN,Singapore,L,Singapore,50,Bachelor,0,Manufacturing,8.8
Research Scientist,SE,China,S,China,0,Master,6,Healthcare,9.1
Data Scientist,EN,South Korea,L,South Korea,50,Bachelor,0,Retail,8.4
AI Software Engineer,EN,Singapore,S,Colombia,0,PhD,0,Retail,5.4
Data Analyst,SE,Austria,S,Austria,50,Bachelor,8,Automotive,6.2
AI Software Engineer,EX,United Kingdom,S,United Kingdom,100,Master,12,Manufacturing,6.1
Data Engineer,EX,Sweden,M,Sweden,100,Bachelor,18,Gaming,6.2
AI Research Scientist,EN,United Kingdom,M,United Kingdom,100,Associate,0,Gaming,9.5
ML Ops Engineer,SE,South Korea,M,South Korea,50,Master,5,Transportation,6.0
AI Specialist,EX,United Kingdom,L,Sweden,100,Associate,14,Technology,5.4
NLP Engineer,EX,Singapore,S,Estonia,50,PhD,18,Media,6.3
Deep Learning Engineer,EN,Australia,S,Australia,50,Associate,1,Technology,5.4
AI Software Engineer,SE,Norway,S,Norway,50,PhD,5,Manufacturing,7.3
AI Specialist,SE,Israel,S,Israel,0,Master,6,Transportation,5.6
Autonomous Systems Engineer,EX,Austria,M,Denmark,100,Bachelor,16,Media,7.3
Machine Learning Engineer,SE,Switzerland,M,Ghana,0,Associate,8,Consulting,6.3
NLP Engineer,SE,Finland,S,Finland,100,Master,7,Telecommunications,5.3
ML Ops Engineer,SE,Ireland,S,Ireland,0,Master,6,Consulting,6.9
ML Ops Engineer,EN,France,M,France,0,Bachelor,0,Retail,8.2
ML Ops Engineer,MI,Denmark,M,Denmark,50,Associate,3,Gaming,6.7
Research Scientist,SE,Ireland,L,Ireland,50,Bachelor,8,Healthcare,6.3
AI Research Scientist,EN,Netherlands,S,Netherlands,50,Associate,1,Technology,7.1
AI Architect,EN,United States,L,United States,0,Master,0,Education,9.9
Robotics Engineer,EX,Japan,M,Japan,50,Associate,16,Transportation,7.1
Robotics Engineer,MI,Switzerland,L,Luxembourg,0,PhD,3,Education,6.3
Machine Learning Researcher,SE,Denmark,S,Denmark,100,Associate,7,Finance,5.5
Machine Learning Engineer,SE,Japan,S,Japan,0,Master,9,Real Estate,5.6
Computer Vision Engineer,EN,Australia,S,Australia,0,Associate,1,Real Estate,9.4
Research Scientist,MI,Ireland,L,Ireland,50,Master,4,Media,9.6
AI Architect,MI,Sweden,S,New Zealand,100,Master,3,Automotive,9.3
Deep Learning Engineer,MI,Canada,L,Canada,0,PhD,2,Transportation,7.6
Computer Vision Engineer,EX,Japan,L,Japan,100,Associate,14,Healthcare,6.0
Data Scientist,EX,Austria,S,Austria,0,Associate,14,Consulting,5.7
AI Research Scientist,MI,Netherlands,S,Vietnam,50,Master,3,Media,6.8
Data Scientist,MI,Germany,M,Germany,100,Bachelor,4,Telecommunications,6.7
NLP Engineer,MI,China,S,China,100,Master,4,Gaming,9.6
Research Scientist,EX,South Korea,M,South Korea,100,Master,18,Energy,8.4
Data Engineer,EN,Germany,M,Ireland,50,PhD,1,Telecommunications,7.0
Data Engineer,SE,Finland,S,China,100,PhD,9,Healthcare,8.6
Research Scientist,EX,China,S,China,0,Bachelor,10,Technology,8.1
Data Engineer,EN,Norway,L,Norway,50,PhD,1,Finance,9.6
Data Analyst,EN,India,M,India,50,Bachelor,1,Technology,6.2
Research Scientist,SE,Ireland,M,Ireland,0,PhD,5,Transportation,6.8
Robotics Engineer,MI,France,S,France,0,PhD,3,Education,5.1
Machine Learning Researcher,SE,China,S,China,0,Associate,5,Manufacturing,6.5
Machine Learning Researcher,MI,Singapore,L,Singapore,0,Associate,3,Media,9.4
AI Software Engineer,SE,China,L,Spain,50,Master,9,Energy,7.1
AI Architect,SE,Denmark,M,Denmark,50,Master,6,Healthcare,5.3
Autonomous Systems Engineer,EX,Singapore,S,Singapore,0,Associate,10,Finance,5.1
Head of AI,EX,Austria,S,Austria,50,Associate,14,Government,9.2
Research Scientist,EX,United Kingdom,S,Italy,50,Master,16,Consulting,9.3
AI Research Scientist,EN,United Kingdom,M,Sweden,100,Associate,0,Retail,8.5
Robotics Engineer,SE,China,M,China,50,Associate,9,Telecommunications,6.4
Research Scientist,EX,Finland,M,Finland,0,Associate,13,Technology,8.3
Machine Learning Researcher,SE,Denmark,S,Denmark,100,Master,5,Technology,9.8
Data Engineer,SE,Australia,S,Australia,0,PhD,5,Technology,9.7
Data Scientist,MI,Switzerland,M,South Africa,50,Bachelor,2,Media,6.5
AI Consultant,SE,Japan,S,Japan,100,Bachelor,6,Education,9.3
AI Research Scientist,EX,Singapore,L,Turkey,50,Associate,14,Telecommunications,8.8
Principal Data Scientist,MI,India,S,India,50,PhD,4,Government,5.4
AI Software Engineer,EN,United States,L,Sweden,100,Master,0,Manufacturing,5.2
AI Consultant,EX,Finland,L,Poland,50,Bachelor,16,Gaming,8.3
ML Ops Engineer,SE,Canada,M,Canada,50,Bachelor,8,Energy,7.6
Deep Learning Engineer,EX,China,L,China,0,PhD,12,Real Estate,6.2
Machine Learning Engineer,MI,Singapore,M,Singapore,100,Master,4,Education,9.0
Machine Learning Engineer,EN,Australia,S,Australia,50,Associate,1,Technology,5.6
AI Consultant,SE,India,L,India,0,Associate,7,Healthcare,5.6
AI Specialist,SE,Israel,S,Israel,0,Associate,9,Gaming,8.0
AI Consultant,EX,Singapore,L,Singapore,50,Master,11,Consulting,7.2
AI Software Engineer,SE,Netherlands,S,Netherlands,100,Master,9,Technology,5.1
Machine Learning Researcher,SE,Ireland,S,Ireland,0,PhD,8,Media,5.4
NLP Engineer,MI,France,L,France,50,Bachelor,4,Real Estate,5.1
Head of AI,EX,Israel,M,Israel,0,PhD,18,Real Estate,9.6
AI Consultant,SE,Switzerland,L,Switzerland,100,PhD,6,Automotive,9.6
Autonomous Systems Engineer,EN,Ireland,L,Ireland,50,Bachelor,0,Technology,7.9
Data Engineer,SE,Finland,S,Hungary,50,PhD,9,Automotive,9.0
AI Software Engineer,MI,Australia,L,Australia,100,Master,3,Real Estate,5.5
AI Research Scientist,SE,Ireland,S,Ireland,50,PhD,5,Gaming,9.8
Autonomous Systems Engineer,SE,Ireland,S,Switzerland,0,Bachelor,5,Healthcare,7.6
Computer Vision Engineer,EX,Japan,M,Sweden,0,PhD,13,Energy,6.9
AI Consultant,EX,United States,S,Mexico,100,Bachelor,18,Energy,7.9
AI Product Manager,SE,Germany,S,Germany,50,Bachelor,9,Gaming,9.5
Data Analyst,EN,Canada,M,Kenya,50,Bachelor,1,Government,6.1
AI Consultant,MI,Norway,L,Norway,100,PhD,4,Automotive,7.5
AI Research Scientist,EX,Netherlands,M,Netherlands,100,Associate,15,Retail,7.5
NLP Engineer,EX,Australia,L,Australia,0,Bachelor,15,Automotive,8.5
Data Analyst,SE,Finland,S,Finland,100,Bachelor,8,Gaming,7.4
Computer Vision Engineer,MI,United Kingdom,L,United Kingdom,0,Master,3,Government,7.9
ML Ops Engineer,SE,South Korea,M,Canada,50,Master,6,Real Estate,7.4
AI Software Engineer,EX,Israel,L,Philippines,50,Master,19,Retail,7.9
Machine Learning Researcher,EN,Norway,S,Norway,0,Master,0,Technology,9.2
Deep Learning Engineer,MI,Israel,M,Israel,50,Bachelor,2,Gaming,6.2
Autonomous Systems Engineer,SE,France,S,France,100,Bachelor,9,Government,9.0
Robotics Engineer,MI,United Kingdom,L,Ukraine,100,Associate,4,Retail,8.6
AI Software Engineer,SE,Switzerland,L,Finland,0,Associate,8,Media,6.3
Computer Vision Engineer,EX,Ireland,M,Ireland,100,Master,16,Automotive,8.4
Data Engineer,EN,Australia,M,Australia,100,Associate,0,Transportation,5.3
NLP Engineer,MI,Canada,L,Canada,0,Associate,2,Retail,8.2
Deep Learning Engineer,EX,Australia,S,Australia,100,Associate,17,Automotive,5.1
AI Specialist,MI,Australia,M,Australia,100,PhD,2,Energy,8.5
Deep Learning Engineer,MI,Japan,S,Japan,50,Associate,3,Government,9.1
Computer Vision Engineer,MI,Austria,L,Austria,100,Associate,4,Energy,6.7
AI Specialist,EN,Israel,L,Ukraine,100,Bachelor,0,Real Estate,6.9
Head of AI,SE,South Korea,L,South Korea,0,Associate,7,Healthcare,6.8
Machine Learning Researcher,EX,Australia,L,Australia,50,PhD,16,Real Estate,8.5
Research Scientist,MI,Sweden,M,Sweden,0,Master,4,Technology,7.7
Data Scientist,SE,Austria,S,Austria,0,Associate,9,Consulting,8.1
Principal Data Scientist,EX,France,M,France,0,PhD,19,Media,6.9
AI Product Manager,SE,India,L,India,0,Bachelor,6,Technology,9.9
ML Ops Engineer,EN,France,M,France,0,PhD,1,Gaming,6.3
AI Software Engineer,EX,Israel,L,Israel,100,Master,19,Energy,9.1
Robotics Engineer,EN,United States,M,United States,100,Associate,0,Automotive,6.0
AI Consultant,MI,China,M,New Zealand,50,Master,2,Government,9.9
Data Scientist,EN,Australia,M,Australia,50,Master,1,Transportation,8.9
Computer Vision Engineer,EX,Norway,L,Norway,100,Master,10,Retail,5.1
NLP Engineer,EN,Denmark,M,Denmark,0,PhD,1,Retail,8.4
AI Consultant,EX,France,S,South Africa,50,Master,12,Telecommunications,5.1
Autonomous Systems Engineer,MI,Switzerland,M,Switzerland,50,Bachelor,4,Transportation,8.8
Machine Learning Engineer,MI,Singapore,L,Portugal,100,Master,2,Technology,8.3
AI Software Engineer,SE,Sweden,L,Sweden,50,Master,7,Real Estate,8.2
ML Ops Engineer,MI,South Korea,L,Vietnam,100,PhD,4,Consulting,5.5
Autonomous Systems Engineer,EX,China,L,China,50,Associate,18,Real Estate,6.8
Computer Vision Engineer,SE,Israel,M,Thailand,0,Bachelor,6,Finance,8.6
AI Consultant,SE,Switzerland,L,Malaysia,50,PhD,5,Gaming,9.4
Data Engineer,MI,Austria,S,Austria,50,PhD,3,Energy,5.4
Research Scientist,MI,South Korea,L,South Korea,0,Master,4,Manufacturing,5.4
Computer Vision Engineer,SE,Netherlands,L,South Africa,100,Master,7,Media,6.7
NLP Engineer,MI,Australia,M,Colombia,100,Bachelor,2,Technology,7.9
Machine Learning Researcher,EN,Finland,M,Finland,0,Associate,0,Telecommunications,9.1
Principal Data Scientist,SE,Japan,S,Japan,50,Master,7,Media,8.2
Computer Vision Engineer,EN,Norway,S,Norway,100,PhD,0,Government,8.2
Research Scientist,EX,Israel,S,Israel,100,Master,15,Media,6.9
AI Specialist,EX,United Kingdom,M,United Kingdom,0,Associate,18,Real Estate,9.0
Data Analyst,EN,Netherlands,M,Singapore,100,PhD,1,Government,8.5
Data Engineer,SE,United Kingdom,M,Germany,100,Associate,8,Gaming,9.1
ML Ops Engineer,SE,Switzerland,S,Portugal,100,Master,9,Real Estate,7.4
AI Research Scientist,EX,United Kingdom,S,United Kingdom,0,Bachelor,13,Retail,5.1
Machine Learning Researcher,SE,United States,L,United States,50,Master,8,Transportation,7.1
Head of AI,MI,Norway,S,Norway,0,Associate,2,Gaming,5.2
Data Engineer,SE,Germany,M,Nigeria,0,PhD,5,Automotive,6.4
Machine Learning Engineer,EN,Norway,S,Argentina,50,PhD,0,Government,9.2
Data Engineer,SE,Austria,L,Finland,0,Master,7,Real Estate,8.1
Data Analyst,MI,Japan,L,Japan,100,Associate,3,Transportation,6.9
Robotics Engineer,EN,Netherlands,S,Netherlands,0,Associate,1,Energy,9.3
Data Analyst,SE,Singapore,S,Singapore,0,PhD,8,Transportation,7.8
Machine Learning Researcher,SE,France,S,France,0,Associate,6,Telecommunications,7.4
AI Software Engineer,MI,India,M,India,100,Master,2,Retail,9.5
Head of AI,SE,Austria,M,Austria,0,PhD,9,Retail,8.9
AI Product Manager,EX,Norway,L,Norway,0,PhD,11,Real Estate,8.3
AI Product Manager,EN,Austria,L,Austria,50,PhD,0,Transportation,9.8
Research Scientist,MI,Canada,L,Canada,0,Associate,4,Automotive,5.3
AI Research Scientist,MI,Ireland,S,Ireland,100,Master,4,Telecommunications,6.6
Head of AI,MI,Singapore,L,Singapore,50,Master,2,Media,8.6
Autonomous Systems Engineer,EN,Finland,L,Finland,100,PhD,0,Automotive,7.3
NLP Engineer,SE,Austria,S,Austria,100,PhD,6,Retail,7.3
Deep Learning Engineer,MI,France,S,France,50,Bachelor,2,Technology,5.0
AI Consultant,MI,South Korea,M,Italy,100,PhD,2,Transportation,8.2
Head of AI,MI,Singapore,L,Indonesia,50,Associate,4,Manufacturing,9.4
Data Analyst,EX,India,S,India,50,Master,18,Finance,9.1
Data Analyst,MI,Norway,M,Norway,50,PhD,2,Gaming,9.5
ML Ops Engineer,MI,Denmark,M,Denmark,0,Bachelor,3,Automotive,5.7
Machine Learning Researcher,EN,France,S,Romania,50,Bachelor,1,Real Estate,8.7
Principal Data Scientist,MI,Sweden,S,Sweden,50,PhD,2,Automotive,5.3
Robotics Engineer,SE,China,S,China,100,PhD,9,Government,9.9
Deep Learning Engineer,EN,India,L,India,50,Master,0,Real Estate,6.7
AI Software Engineer,EX,United States,L,United States,100,Bachelor,11,Manufacturing,8.4
Machine Learning Researcher,EX,Netherlands,M,Netherlands,0,Master,18,Consulting,7.3
AI Specialist,EN,Sweden,L,Sweden,0,PhD,1,Retail,7.7
AI Specialist,MI,Germany,L,South Korea,50,Master,4,Real Estate,7.3
Robotics Engineer,MI,Japan,L,Canada,0,Bachelor,4,Healthcare,8.1
Deep Learning Engineer,MI,Finland,L,Finland,100,PhD,2,Transportation,7.9
Principal Data Scientist,EN,Denmark,S,Netherlands,0,Associate,1,Retail,9.4
Data Scientist,MI,France,L,France,0,Associate,3,Transportation,9.4
Deep Learning Engineer,SE,Switzerland,M,Switzerland,50,PhD,8,Telecommunications,8.6
NLP Engineer,MI,Sweden,M,Sweden,50,Bachelor,3,Technology,9.7
AI Specialist,EN,United States,M,Germany,0,PhD,1,Technology,6.1
AI Specialist,EN,Netherlands,L,Netherlands,50,Associate,1,Education,9.2
Data Analyst,SE,Netherlands,M,Netherlands,0,Associate,6,Healthcare,5.9
AI Product Manager,EN,Netherlands,L,Netherlands,100,PhD,0,Retail,8.5
AI Consultant,EX,India,S,India,0,Master,10,Healthcare,6.3
AI Specialist,SE,India,S,Italy,0,Master,7,Real Estate,6.9
Research Scientist,SE,Israel,L,Israel,0,Associate,9,Automotive,5.5
Machine Learning Researcher,EN,Sweden,M,Sweden,0,Bachelor,0,Consulting,6.6
NLP Engineer,EX,France,L,Nigeria,100,Bachelor,19,Media,5.9
Principal Data Scientist,EX,Austria,L,Austria,50,Master,14,Manufacturing,5.9
Data Scientist,MI,Japan,M,Malaysia,0,Bachelor,2,Real Estate,8.1
NLP Engineer,SE,Japan,M,Japan,100,Associate,6,Energy,5.5
AI Specialist,EN,United States,S,United States,0,Master,1,Transportation,5.1
Deep Learning Engineer,EX,France,S,Turkey,50,Associate,19,Consulting,9.9
AI Specialist,EX,Netherlands,M,Netherlands,100,PhD,18,Healthcare,8.0
Research Scientist,SE,India,S,India,100,Associate,9,Transportation,9.6
NLP Engineer,SE,Japan,M,Japan,0,Master,6,Real Estate,5.4
AI Architect,EX,Austria,L,Austria,50,PhD,14,Transportation,8.1
Machine Learning Engineer,SE,Australia,S,Australia,50,Bachelor,7,Retail,9.2
Machine Learning Researcher,EN,Israel,S,Hungary,0,PhD,1,Transportation,9.5
AI Product Manager,MI,Germany,L,Germany,100,Bachelor,4,Education,8.6
Autonomous Systems Engineer,EX,Israel,L,Israel,0,Associate,12,Gaming,8.1
Computer Vision Engineer,SE,Netherlands,S,Netherlands,50,Bachelor,5,Media,9.7
Robotics Engineer,SE,Canada,L,Vietnam,50,PhD,7,Transportation,8.7
Head of AI,MI,India,M,India,100,Associate,4,Automotive,8.9
ML Ops Engineer,SE,Canada,L,Canada,100,Bachelor,9,Healthcare,5.3
Deep Learning Engineer,MI,Canada,L,Portugal,50,PhD,4,Transportation,5.5
ML Ops Engineer,EN,Sweden,M,Sweden,0,PhD,0,Consulting,9.9
Deep Learning Engineer,EX,Finland,S,Finland,50,Bachelor,19,Gaming,9.4
AI Specialist,MI,Norway,S,Norway,0,Bachelor,2,Media,7.2
Robotics Engineer,SE,Austria,S,Italy,100,PhD,5,Gaming,6.8
AI Product Manager,EX,Japan,S,Japan,100,Associate,19,Retail,5.4
Data Engineer,EX,United States,L,United States,50,Associate,14,Education,9.1
Computer Vision Engineer,EN,Germany,S,Canada,50,Master,1,Automotive,8.1
Machine Learning Engineer,SE,France,S,France,0,PhD,7,Finance,5.4
Data Scientist,EX,United States,M,United States,50,PhD,15,Manufacturing,5.8
Head of AI,EX,Singapore,M,Singapore,100,Bachelor,10,Education,5.9
Machine Learning Researcher,SE,Canada,S,Israel,0,PhD,9,Automotive,9.5
AI Research Scientist,EX,Netherlands,L,Netherlands,0,Bachelor,16,Energy,7.5
AI Product Manager,EN,Australia,M,Australia,50,Bachelor,0,Transportation,6.3
ML Ops Engineer,MI,India,L,Austria,0,Associate,3,Telecommunications,8.8
AI Software Engineer,EN,Netherlands,S,Hungary,0,Bachelor,0,Media,5.8
AI Software Engineer,EN,United States,L,United States,0,PhD,1,Healthcare,7.6
AI Product Manager,EX,Sweden,M,Sweden,50,Master,19,Transportation,5.3
Machine Learning Researcher,EN,Finland,L,China,100,PhD,1,Manufacturing,5.1
AI Architect,EN,Norway,M,Norway,0,PhD,1,Manufacturing,8.6
AI Research Scientist,EX,Norway,M,France,0,Master,17,Retail,5.9
Data Engineer,MI,South Korea,S,South Korea,100,Associate,3,Transportation,7.5
Computer Vision Engineer,EX,Canada,M,Canada,50,Bachelor,15,Healthcare,6.5
ML Ops Engineer,EN,Switzerland,M,Switzerland,50,Bachelor,1,Gaming,6.2
AI Research Scientist,MI,Sweden,L,Germany,50,Master,2,Automotive,5.7
Computer Vision Engineer,MI,Switzerland,M,France,0,Bachelor,4,Gaming,5.8
AI Research Scientist,EN,Netherlands,M,Netherlands,100,Bachelor,0,Real Estate,5.4
Computer Vision Engineer,EN,Austria,L,Austria,0,Bachelor,0,Telecommunications,8.3
Autonomous Systems Engineer,EN,Canada,L,India,0,PhD,0,Finance,8.2
Deep Learning Engineer,EN,Australia,L,Australia,0,PhD,0,Retail,8.1
ML Ops Engineer,SE,Ireland,M,Ireland,100,PhD,9,Transportation,5.7
AI Specialist,EX,Sweden,M,Sweden,0,Master,16,Healthcare,9.5
Data Engineer,SE,Japan,M,Japan,50,PhD,6,Government,8.7
NLP Engineer,SE,Denmark,S,Ukraine,100,PhD,8,Gaming,6.0
Deep Learning Engineer,SE,Norway,S,Russia,0,Master,7,Media,8.4
Principal Data Scientist,SE,Finland,S,Finland,100,Master,7,Government,8.4
Data Analyst,EX,Finland,M,Finland,100,Associate,12,Technology,5.2
Research Scientist,EN,Israel,M,Israel,0,Master,1,Education,6.9
AI Architect,SE,Japan,S,Japan,50,Bachelor,9,Education,7.3
